,Animal,Day,Experimental condition,Stimulus class,Stimulus orientation,Frame,Width
1955,Naive,D5,Tuning,,270,1,28
1956,Naive,D5,Tuning,,270,2,31
1957,Naive,D5,Tuning,,270,3,43
1958,Naive,D5,Tuning,,270,4,42
1959,Naive,D5,Tuning,,270,5,60
1960,Naive,D5,Tuning,,270,6,53
1961,Naive,D5,Tuning,,270,7,35
1962,Naive,D5,Tuning,,270,8,38
1963,Naive,D5,Tuning,,270,9,35
1964,Naive,D5,Tuning,,270,10,38
1965,Naive,D5,Tuning,,270,11,39
1966,Naive,D5,Tuning,,270,12,38
1967,Naive,D5,Tuning,,270,13,48
1968,Naive,D5,Tuning,,270,14,44
1969,Naive,D5,Tuning,,270,15,43
1970,Naive,D5,Tuning,,270,16,34
1971,Naive,D5,Tuning,,270,17,45
1972,Naive,D5,Tuning,,270,18,37
1973,Naive,D5,Tuning,,270,19,35
1974,Naive,D5,Tuning,,270,20,35
1975,Naive,D5,Tuning,,270,21,54
1976,Naive,D5,Tuning,,270,22,30
1977,Naive,D5,Tuning,,270,23,30
1978,Naive,D5,Tuning,,270,24,54
1979,Naive,D5,Tuning,,270,25,40
1980,Naive,D5,Tuning,,270,26,26
1981,Naive,D5,Tuning,,270,27,45
1982,Naive,D5,Tuning,,270,28,18
1983,Naive,D5,Tuning,,270,30,30
1984,Naive,D5,Tuning,,300,0,23
1985,Naive,D5,Tuning,,300,1,49
1986,Naive,D5,Tuning,,300,2,50
1987,Naive,D5,Tuning,,300,3,51
1988,Naive,D5,Tuning,,300,4,44
1989,Naive,D5,Tuning,,300,5,33
1990,Naive,D5,Tuning,,300,6,36
1991,Naive,D5,Tuning,,300,7,40
1992,Naive,D5,Tuning,,300,8,41
1993,Naive,D5,Tuning,,300,9,41
1994,Naive,D5,Tuning,,300,10,56
1995,Naive,D5,Tuning,,300,11,44
1996,Naive,D5,Tuning,,300,12,38
1997,Naive,D5,Tuning,,300,13,37
1998,Naive,D5,Tuning,,300,14,39
1999,Naive,D5,Tuning,,300,15,43
2000,Naive,D5,Tuning,,300,16,46
2001,Naive,D5,Tuning,,300,17,42
2002,Naive,D5,Tuning,,300,18,42
2003,Naive,D5,Tuning,,300,19,28
2004,Naive,D5,Tuning,,300,20,40
2005,Naive,D5,Tuning,,300,21,48
2006,Naive,D5,Tuning,,300,22,45
2007,Naive,D5,Tuning,,300,23,60
2008,Naive,D5,Tuning,,300,24,33
2009,Naive,D5,Tuning,,300,25,38
2010,Naive,D5,Tuning,,300,26,35
2011,Naive,D5,Tuning,,300,27,25
2012,Naive,D5,Tuning,,300,28,48
2013,Naive,D5,Tuning,,300,30,31
2014,Naive,D5,Tuning,,330,0,23
2015,Naive,D5,Tuning,,330,1,66
2016,Naive,D5,Tuning,,330,2,45
2017,Naive,D5,Tuning,,330,3,68
2018,Naive,D5,Tuning,,330,5,68
2019,Naive,D5,Tuning,,330,6,67
2020,Naive,D5,Tuning,,330,7,76
2021,Naive,D5,Tuning,,330,8,42
2022,Naive,D5,Tuning,,330,9,55
2023,Naive,D5,Tuning,,330,10,71
2024,Naive,D5,Tuning,,330,11,49
2025,Naive,D5,Tuning,,330,12,59
2026,Naive,D5,Tuning,,330,13,62
2027,Naive,D5,Tuning,,330,15,48
2028,Naive,D5,Tuning,,330,16,36
2029,Naive,D5,Tuning,,330,17,67
2030,Naive,D5,Tuning,,330,18,42
2031,Naive,D5,Tuning,,330,19,54
2032,Naive,D5,Tuning,,330,20,69
2033,Naive,D5,Tuning,,330,21,61
2034,Naive,D5,Tuning,,330,22,49
2035,Naive,D5,Tuning,,330,23,48
2036,Naive,D5,Tuning,,330,24,50
2037,Naive,D5,Tuning,,330,26,25
2038,Naive,D5,Tuning,,330,27,54
2039,Naive,D6,Tuning,,0,0,36
2040,Naive,D6,Tuning,,0,1,27
2041,Naive,D6,Tuning,,0,2,27
2042,Naive,D6,Tuning,,0,3,39
2043,Naive,D6,Tuning,,0,4,31
2044,Naive,D6,Tuning,,0,5,41
2045,Naive,D6,Tuning,,0,6,45
2046,Naive,D6,Tuning,,0,7,51
2047,Naive,D6,Tuning,,0,8,45
2048,Naive,D6,Tuning,,0,9,41
2049,Naive,D6,Tuning,,0,10,30
2050,Naive,D6,Tuning,,0,11,35
2051,Naive,D6,Tuning,,0,12,45
2052,Naive,D6,Tuning,,0,13,45
2053,Naive,D6,Tuning,,0,14,40
2054,Naive,D6,Tuning,,0,15,57
2055,Naive,D6,Tuning,,0,16,36
2056,Naive,D6,Tuning,,0,17,33
2057,Naive,D6,Tuning,,0,18,35
2058,Naive,D6,Tuning,,0,19,35
2059,Naive,D6,Tuning,,0,20,51
2060,Naive,D6,Tuning,,0,21,34
2061,Naive,D6,Tuning,,0,22,50
2062,Naive,D6,Tuning,,0,23,38
2063,Naive,D6,Tuning,,0,24,40
2064,Naive,D6,Tuning,,0,25,52
2065,Naive,D6,Tuning,,0,26,26
2066,Naive,D6,Tuning,,0,27,20
2067,Naive,D6,Tuning,,0,28,16
2068,Naive,D6,Tuning,,0,29,19
2069,Naive,D6,Tuning,,0,30,13
2070,Naive,D6,Tuning,,30,0,24
2071,Naive,D6,Tuning,,30,1,21
2072,Naive,D6,Tuning,,30,2,19
2073,Naive,D6,Tuning,,30,4,51
2074,Naive,D6,Tuning,,30,5,58
2075,Naive,D6,Tuning,,30,6,50
2076,Naive,D6,Tuning,,30,7,46
2077,Naive,D6,Tuning,,30,8,51
2078,Naive,D6,Tuning,,30,9,51
2079,Naive,D6,Tuning,,30,11,56
2080,Naive,D6,Tuning,,30,12,53
2081,Naive,D6,Tuning,,30,13,47
2082,Naive,D6,Tuning,,30,14,59
2083,Naive,D6,Tuning,,30,15,41
2084,Naive,D6,Tuning,,30,16,51
2085,Naive,D6,Tuning,,30,17,47
2086,Naive,D6,Tuning,,30,19,36
2087,Naive,D6,Tuning,,30,20,51
2088,Naive,D6,Tuning,,30,21,54
2089,Naive,D6,Tuning,,30,22,50
2090,Naive,D6,Tuning,,30,23,40
2091,Naive,D6,Tuning,,30,24,26
2092,Naive,D6,Tuning,,30,25,24
2093,Naive,D6,Tuning,,30,26,30
2094,Naive,D6,Tuning,,60,0,29
2095,Naive,D6,Tuning,,60,1,48
2096,Naive,D6,Tuning,,60,2,51
2097,Naive,D6,Tuning,,60,3,56
2098,Naive,D6,Tuning,,60,4,60
2099,Naive,D6,Tuning,,60,5,50
2100,Naive,D6,Tuning,,60,6,61
2101,Naive,D6,Tuning,,60,7,52
2102,Naive,D6,Tuning,,60,8,54
2103,Naive,D6,Tuning,,60,9,45
2104,Naive,D6,Tuning,,60,10,65
2105,Naive,D6,Tuning,,60,11,58
2106,Naive,D6,Tuning,,60,12,52
2107,Naive,D6,Tuning,,60,13,50
2108,Naive,D6,Tuning,,60,14,41
2109,Naive,D6,Tuning,,60,15,48
2110,Naive,D6,Tuning,,60,16,49
2111,Naive,D6,Tuning,,60,17,48
2112,Naive,D6,Tuning,,60,18,51
2113,Naive,D6,Tuning,,60,19,54
2114,Naive,D6,Tuning,,60,20,51
2115,Naive,D6,Tuning,,60,21,42
2116,Naive,D6,Tuning,,60,22,45
2117,Naive,D6,Tuning,,60,23,38
2118,Naive,D6,Tuning,,60,24,50
2119,Naive,D6,Tuning,,60,25,68
2120,Naive,D6,Tuning,,60,28,20
2121,Naive,D6,Tuning,,90,0,30
2122,Naive,D6,Tuning,,90,1,38
2123,Naive,D6,Tuning,,90,2,44
2124,Naive,D6,Tuning,,90,3,45
2125,Naive,D6,Tuning,,90,4,43
2126,Naive,D6,Tuning,,90,5,46
2127,Naive,D6,Tuning,,90,6,46
2128,Naive,D6,Tuning,,90,7,46
2129,Naive,D6,Tuning,,90,8,40
2130,Naive,D6,Tuning,,90,9,43
2131,Naive,D6,Tuning,,90,10,46
2132,Naive,D6,Tuning,,90,11,42
2133,Naive,D6,Tuning,,90,12,48
2134,Naive,D6,Tuning,,90,13,43
2135,Naive,D6,Tuning,,90,14,44
2136,Naive,D6,Tuning,,90,15,46
2137,Naive,D6,Tuning,,90,16,37
2138,Naive,D6,Tuning,,90,17,45
2139,Naive,D6,Tuning,,90,18,41
2140,Naive,D6,Tuning,,90,19,38
2141,Naive,D6,Tuning,,90,20,37
2142,Naive,D6,Tuning,,90,21,42
2143,Naive,D6,Tuning,,90,22,38
2144,Naive,D6,Tuning,,90,23,42
2145,Naive,D6,Tuning,,90,24,46
2146,Naive,D6,Tuning,,90,25,48
2147,Naive,D6,Tuning,,90,27,26
2148,Naive,D6,Tuning,,90,28,34
2149,Naive,D6,Tuning,,120,0,39
2150,Naive,D6,Tuning,,120,1,40
2151,Naive,D6,Tuning,,120,2,31
2152,Naive,D6,Tuning,,120,3,41
2153,Naive,D6,Tuning,,120,4,46
2154,Naive,D6,Tuning,,120,5,38
2155,Naive,D6,Tuning,,120,6,45
2156,Naive,D6,Tuning,,120,7,41
2157,Naive,D6,Tuning,,120,8,31
2158,Naive,D6,Tuning,,120,9,43
2159,Naive,D6,Tuning,,120,10,35
2160,Naive,D6,Tuning,,120,11,43
2161,Naive,D6,Tuning,,120,12,52
2162,Naive,D6,Tuning,,120,13,35
2163,Naive,D6,Tuning,,120,14,47
2164,Naive,D6,Tuning,,120,15,42
2165,Naive,D6,Tuning,,120,16,32
2166,Naive,D6,Tuning,,120,17,40
2167,Naive,D6,Tuning,,120,18,43
2168,Naive,D6,Tuning,,120,19,48
2169,Naive,D6,Tuning,,120,20,33
2170,Naive,D6,Tuning,,120,21,33
2171,Naive,D6,Tuning,,120,22,36
2172,Naive,D6,Tuning,,120,23,25
2173,Naive,D6,Tuning,,120,24,36
2174,Naive,D6,Tuning,,120,25,53
2175,Naive,D6,Tuning,,120,26,56
2176,Naive,D6,Tuning,,120,27,30
2177,Naive,D6,Tuning,,120,28,37
2178,Naive,D6,Tuning,,120,30,14
2179,Naive,D6,Tuning,,150,0,33
2180,Naive,D6,Tuning,,150,1,50
2181,Naive,D6,Tuning,,150,2,57
2182,Naive,D6,Tuning,,150,3,60
2183,Naive,D6,Tuning,,150,4,56
2184,Naive,D6,Tuning,,150,5,62
2185,Naive,D6,Tuning,,150,6,57
2186,Naive,D6,Tuning,,150,7,59
2187,Naive,D6,Tuning,,150,8,55
2188,Naive,D6,Tuning,,150,9,59
2189,Naive,D6,Tuning,,150,10,70
2190,Naive,D6,Tuning,,150,11,60
2191,Naive,D6,Tuning,,150,12,74
2192,Naive,D6,Tuning,,150,13,63
2193,Naive,D6,Tuning,,150,14,55
2194,Naive,D6,Tuning,,150,15,53
2195,Naive,D6,Tuning,,150,16,62
2196,Naive,D6,Tuning,,150,17,74
2197,Naive,D6,Tuning,,150,18,59
2198,Naive,D6,Tuning,,150,19,62
2199,Naive,D6,Tuning,,150,20,84
2200,Naive,D6,Tuning,,150,21,51
2201,Naive,D6,Tuning,,150,22,63
2202,Naive,D6,Tuning,,150,23,54
2203,Naive,D6,Tuning,,150,24,37
2204,Naive,D6,Tuning,,150,25,49
2205,Naive,D6,Tuning,,150,28,29
2206,Naive,D6,Tuning,,180,4,34
2207,Naive,D6,Tuning,,180,5,35
2208,Naive,D6,Tuning,,180,6,40
2209,Naive,D6,Tuning,,180,7,35
2210,Naive,D6,Tuning,,180,8,42
2211,Naive,D6,Tuning,,180,9,45
2212,Naive,D6,Tuning,,180,11,33
2213,Naive,D6,Tuning,,180,12,37
2214,Naive,D6,Tuning,,180,13,38
2215,Naive,D6,Tuning,,180,14,33
2216,Naive,D6,Tuning,,180,15,49
2217,Naive,D6,Tuning,,180,16,42
2218,Naive,D6,Tuning,,180,17,47
2219,Naive,D6,Tuning,,180,18,47
2220,Naive,D6,Tuning,,180,19,38
2221,Naive,D6,Tuning,,180,21,39
2222,Naive,D6,Tuning,,180,22,40
2223,Naive,D6,Tuning,,180,23,38
2224,Naive,D6,Tuning,,180,24,35
2225,Naive,D6,Tuning,,180,26,40
2226,Naive,D6,Tuning,,180,28,21
2227,Naive,D6,Tuning,,180,29,15
2228,Naive,D6,Tuning,,180,30,17
2229,Naive,D6,Tuning,,210,4,58
2230,Naive,D6,Tuning,,210,5,61
2231,Naive,D6,Tuning,,210,6,48
2232,Naive,D6,Tuning,,210,7,60
2233,Naive,D6,Tuning,,210,8,59
2234,Naive,D6,Tuning,,210,9,32
2235,Naive,D6,Tuning,,210,11,58
2236,Naive,D6,Tuning,,210,12,72
2237,Naive,D6,Tuning,,210,13,70
2238,Naive,D6,Tuning,,210,14,63
2239,Naive,D6,Tuning,,210,15,62
2240,Naive,D6,Tuning,,210,16,53
2241,Naive,D6,Tuning,,210,17,37
2242,Naive,D6,Tuning,,210,18,63
2243,Naive,D6,Tuning,,210,19,51
2244,Naive,D6,Tuning,,210,20,58
2245,Naive,D6,Tuning,,210,21,57
2246,Naive,D6,Tuning,,210,22,60
2247,Naive,D6,Tuning,,210,23,39
2248,Naive,D6,Tuning,,210,24,49
2249,Naive,D6,Tuning,,210,26,14
2250,Naive,D6,Tuning,,210,28,15
2251,Naive,D6,Tuning,,210,30,16
2252,Naive,D6,Tuning,,240,0,52
2253,Naive,D6,Tuning,,240,1,27
2254,Naive,D6,Tuning,,240,2,44
2255,Naive,D6,Tuning,,240,3,49
2256,Naive,D6,Tuning,,240,4,46
2257,Naive,D6,Tuning,,240,5,46
2258,Naive,D6,Tuning,,240,6,49
2259,Naive,D6,Tuning,,240,7,39
2260,Naive,D6,Tuning,,240,8,49
2261,Naive,D6,Tuning,,240,9,42
2262,Naive,D6,Tuning,,240,10,51
2263,Naive,D6,Tuning,,240,11,39
2264,Naive,D6,Tuning,,240,12,51
2265,Naive,D6,Tuning,,240,13,46
2266,Naive,D6,Tuning,,240,14,52
2267,Naive,D6,Tuning,,240,15,37
2268,Naive,D6,Tuning,,240,16,36
2269,Naive,D6,Tuning,,240,17,44
2270,Naive,D6,Tuning,,240,18,66
2271,Naive,D6,Tuning,,240,19,54
2272,Naive,D6,Tuning,,240,20,34
2273,Naive,D6,Tuning,,240,21,53
2274,Naive,D6,Tuning,,240,22,50
2275,Naive,D6,Tuning,,240,23,78
2276,Naive,D6,Tuning,,240,24,27
2277,Naive,D6,Tuning,,240,25,22
2278,Naive,D6,Tuning,,240,26,23
2279,Naive,D6,Tuning,,240,27,18
2280,Naive,D6,Tuning,,240,29,18
2281,Naive,D6,Tuning,,240,30,15
2282,Naive,D6,Tuning,,270,0,43
2283,Naive,D6,Tuning,,270,1,31
2284,Naive,D6,Tuning,,270,2,49
2285,Naive,D6,Tuning,,270,3,49
2286,Naive,D6,Tuning,,270,4,45
2287,Naive,D6,Tuning,,270,5,44
2288,Naive,D6,Tuning,,270,6,42
2289,Naive,D6,Tuning,,270,7,42
2290,Naive,D6,Tuning,,270,8,36
2291,Naive,D6,Tuning,,270,9,35
2292,Naive,D6,Tuning,,270,10,32
2293,Naive,D6,Tuning,,270,11,36
2294,Naive,D6,Tuning,,270,12,40
2295,Naive,D6,Tuning,,270,13,47
2296,Naive,D6,Tuning,,270,14,37
2297,Naive,D6,Tuning,,270,15,38
2298,Naive,D6,Tuning,,270,16,32
2299,Naive,D6,Tuning,,270,17,37
2300,Naive,D6,Tuning,,270,18,27
2301,Naive,D6,Tuning,,270,19,40
2302,Naive,D6,Tuning,,270,20,48
2303,Naive,D6,Tuning,,270,21,56
2304,Naive,D6,Tuning,,270,22,46
2305,Naive,D6,Tuning,,270,23,39
2306,Naive,D6,Tuning,,270,24,27
2307,Naive,D6,Tuning,,270,25,25
2308,Naive,D6,Tuning,,270,26,14
2309,Naive,D6,Tuning,,270,27,31
2310,Naive,D6,Tuning,,270,30,66
2311,Naive,D6,Tuning,,300,0,29
2312,Naive,D6,Tuning,,300,1,48
2313,Naive,D6,Tuning,,300,2,40
2314,Naive,D6,Tuning,,300,3,37
2315,Naive,D6,Tuning,,300,4,33
2316,Naive,D6,Tuning,,300,5,26
2317,Naive,D6,Tuning,,300,6,35
2318,Naive,D6,Tuning,,300,7,50
2319,Naive,D6,Tuning,,300,8,32
2320,Naive,D6,Tuning,,300,9,41
2321,Naive,D6,Tuning,,300,10,58
2322,Naive,D6,Tuning,,300,11,33
2323,Naive,D6,Tuning,,300,12,28
2324,Naive,D6,Tuning,,300,13,37
2325,Naive,D6,Tuning,,300,14,35
2326,Naive,D6,Tuning,,300,15,46
2327,Naive,D6,Tuning,,300,16,35
2328,Naive,D6,Tuning,,300,17,35
2329,Naive,D6,Tuning,,300,18,35
2330,Naive,D6,Tuning,,300,19,27
2331,Naive,D6,Tuning,,300,20,41
2332,Naive,D6,Tuning,,300,21,21
2333,Naive,D6,Tuning,,300,22,50
2334,Naive,D6,Tuning,,300,23,29
2335,Naive,D6,Tuning,,300,24,81
2336,Naive,D6,Tuning,,300,25,89
2337,Naive,D6,Tuning,,300,26,45
2338,Naive,D6,Tuning,,300,27,17
2339,Naive,D6,Tuning,,300,28,16
2340,Naive,D6,Tuning,,300,29,24
2341,Naive,D6,Tuning,,300,30,31
2342,Naive,D6,Tuning,,330,0,34
2343,Naive,D6,Tuning,,330,2,22
2344,Naive,D6,Tuning,,330,3,24
2345,Naive,D6,Tuning,,330,4,63
2346,Naive,D6,Tuning,,330,5,46
2347,Naive,D6,Tuning,,330,6,43
2348,Naive,D6,Tuning,,330,7,61
2349,Naive,D6,Tuning,,330,8,58
2350,Naive,D6,Tuning,,330,9,50
2351,Naive,D6,Tuning,,330,10,60
2352,Naive,D6,Tuning,,330,11,64
2353,Naive,D6,Tuning,,330,12,68
2354,Naive,D6,Tuning,,330,13,62
2355,Naive,D6,Tuning,,330,14,59
2356,Naive,D6,Tuning,,330,15,59
2357,Naive,D6,Tuning,,330,16,59
2358,Naive,D6,Tuning,,330,17,36
2359,Naive,D6,Tuning,,330,18,25
2360,Naive,D6,Tuning,,330,19,75
2361,Naive,D6,Tuning,,330,20,78
2362,Naive,D6,Tuning,,330,21,58
2363,Naive,D6,Tuning,,330,22,61
2364,Naive,D6,Tuning,,330,23,65
2365,Naive,D6,Tuning,,330,24,62
2366,Naive,D6,Tuning,,330,25,53
2367,Naive,D6,Tuning,,330,26,42
2368,Naive,D6,Tuning,,330,27,48
2369,Naive,D6,Tuning,,330,28,20
2370,Naive,D6,Tuning,,330,29,14
2371,Naive,D1,Task,Go,45,0,35
2372,Naive,D1,Task,Go,45,1,44
2373,Naive,D1,Task,Go,45,2,42
2374,Naive,D1,Task,Go,45,3,51
2375,Naive,D1,Task,Go,45,4,51
2376,Naive,D1,Task,Go,45,5,53
2377,Naive,D1,Task,Go,45,6,54
2378,Naive,D1,Task,Go,45,7,53
2379,Naive,D1,Task,Go,45,8,55
2380,Naive,D1,Task,Go,45,9,54
2381,Naive,D1,Task,Go,45,10,51
2382,Naive,D1,Task,Go,45,11,54
2383,Naive,D1,Task,Go,45,12,55
2384,Naive,D1,Task,Go,45,13,54
2385,Naive,D1,Task,Go,45,14,58
2386,Naive,D1,Task,Go,45,15,61
2387,Naive,D1,Task,Go,45,16,57
2388,Naive,D1,Task,Go,45,17,60
2389,Naive,D1,Task,Go,45,18,59
2390,Naive,D1,Task,Go,45,19,55
2391,Naive,D1,Task,Go,45,20,57
2392,Naive,D1,Task,Go,45,21,57
2393,Naive,D1,Task,Go,45,22,68
2394,Naive,D1,Task,Go,45,23,59
2395,Naive,D1,Task,Go,45,24,55
2396,Naive,D1,Task,Go,45,25,60
2397,Naive,D1,Task,Go,45,26,56
2398,Naive,D1,Task,Go,45,27,59
2399,Naive,D1,Task,Go,45,28,59
2400,Naive,D1,Task,Go,45,29,64
2401,Naive,D1,Task,Go,45,30,61
2402,Naive,D1,Task,Nogo,135,1,45
2403,Naive,D1,Task,Nogo,135,2,47
2404,Naive,D1,Task,Nogo,135,3,46
2405,Naive,D1,Task,Nogo,135,4,49
2406,Naive,D1,Task,Nogo,135,5,48
2407,Naive,D1,Task,Nogo,135,6,49
2408,Naive,D1,Task,Nogo,135,7,50
2409,Naive,D1,Task,Nogo,135,8,48
2410,Naive,D1,Task,Nogo,135,9,51
2411,Naive,D1,Task,Nogo,135,10,51
2412,Naive,D1,Task,Nogo,135,11,50
2413,Naive,D1,Task,Nogo,135,12,51
2414,Naive,D1,Task,Nogo,135,13,50
2415,Naive,D1,Task,Nogo,135,14,52
2416,Naive,D1,Task,Nogo,135,15,50
2417,Naive,D1,Task,Nogo,135,16,50
2418,Naive,D1,Task,Nogo,135,17,50
2419,Naive,D1,Task,Nogo,135,18,50
2420,Naive,D1,Task,Nogo,135,19,51
2421,Naive,D1,Task,Nogo,135,20,50
2422,Naive,D1,Task,Nogo,135,21,52
2423,Naive,D1,Task,Nogo,135,22,52
2424,Naive,D1,Task,Nogo,135,23,53
2425,Naive,D1,Task,Nogo,135,24,48
2426,Naive,D1,Task,Nogo,135,25,50
2427,Naive,D1,Task,Nogo,135,26,51
2428,Naive,D1,Task,Nogo,135,27,51
2429,Naive,D1,Task,Nogo,135,28,48
2430,Naive,D1,Task,Nogo,135,29,50
2431,Naive,D1,Task,Nogo,135,30,52
2432,Naive,D2,Task,Go,45,0,36
2433,Naive,D2,Task,Go,45,1,43
2434,Naive,D2,Task,Go,45,2,48
2435,Naive,D2,Task,Go,45,3,50
2436,Naive,D2,Task,Go,45,4,50
2437,Naive,D2,Task,Go,45,5,51
2438,Naive,D2,Task,Go,45,6,49
2439,Naive,D2,Task,Go,45,7,50
2440,Naive,D2,Task,Go,45,8,52
2441,Naive,D2,Task,Go,45,9,48
2442,Naive,D2,Task,Go,45,10,53
2443,Naive,D2,Task,Go,45,11,51
2444,Naive,D2,Task,Go,45,12,47
2445,Naive,D2,Task,Go,45,13,51
2446,Naive,D2,Task,Go,45,14,49
2447,Naive,D2,Task,Go,45,15,51
2448,Naive,D2,Task,Go,45,16,49
2449,Naive,D2,Task,Go,45,17,52
2450,Naive,D2,Task,Go,45,18,52
2451,Naive,D2,Task,Go,45,19,49
2452,Naive,D2,Task,Go,45,20,52
2453,Naive,D2,Task,Go,45,21,49
2454,Naive,D2,Task,Go,45,22,49
2455,Naive,D2,Task,Go,45,23,49
2456,Naive,D2,Task,Go,45,24,51
2457,Naive,D2,Task,Go,45,25,48
2458,Naive,D2,Task,Go,45,26,54
2459,Naive,D2,Task,Go,45,27,52
2460,Naive,D2,Task,Go,45,28,51
2461,Naive,D2,Task,Go,45,29,51
2462,Naive,D2,Task,Go,45,30,53
2463,Naive,D2,Task,Nogo,90,1,31
2464,Naive,D2,Task,Nogo,90,2,33
2465,Naive,D2,Task,Nogo,90,3,40
2466,Naive,D2,Task,Nogo,90,4,39
2467,Naive,D2,Task,Nogo,90,5,44
2468,Naive,D2,Task,Nogo,90,6,45
2469,Naive,D2,Task,Nogo,90,7,43
2470,Naive,D2,Task,Nogo,90,8,43
2471,Naive,D2,Task,Nogo,90,9,45
2472,Naive,D2,Task,Nogo,90,10,44
2473,Naive,D2,Task,Nogo,90,11,44
2474,Naive,D2,Task,Nogo,90,12,45
2475,Naive,D2,Task,Nogo,90,13,44
2476,Naive,D2,Task,Nogo,90,14,44
2477,Naive,D2,Task,Nogo,90,15,43
2478,Naive,D2,Task,Nogo,90,16,44
2479,Naive,D2,Task,Nogo,90,17,41
2480,Naive,D2,Task,Nogo,90,18,43
2481,Naive,D2,Task,Nogo,90,19,43
2482,Naive,D2,Task,Nogo,90,20,44
2483,Naive,D2,Task,Nogo,90,21,39
2484,Naive,D2,Task,Nogo,90,22,45
2485,Naive,D2,Task,Nogo,90,23,42
2486,Naive,D2,Task,Nogo,90,24,42
2487,Naive,D2,Task,Nogo,90,25,45
2488,Naive,D2,Task,Nogo,90,26,42
2489,Naive,D2,Task,Nogo,90,27,42
2490,Naive,D2,Task,Nogo,90,28,40
2491,Naive,D2,Task,Nogo,90,29,44
2492,Naive,D2,Task,Nogo,90,30,45
2493,Naive,D3,Task,Go,45,1,46
2494,Naive,D3,Task,Go,45,2,43
2495,Naive,D3,Task,Go,45,3,48
2496,Naive,D3,Task,Go,45,4,47
2497,Naive,D3,Task,Go,45,5,46
2498,Naive,D3,Task,Go,45,6,47
2499,Naive,D3,Task,Go,45,7,49
2500,Naive,D3,Task,Go,45,8,48
2501,Naive,D3,Task,Go,45,9,48
2502,Naive,D3,Task,Go,45,10,45
2503,Naive,D3,Task,Go,45,11,45
2504,Naive,D3,Task,Go,45,12,48
2505,Naive,D3,Task,Go,45,13,49
2506,Naive,D3,Task,Go,45,14,50
2507,Naive,D3,Task,Go,45,15,54
2508,Naive,D3,Task,Go,45,16,48
2509,Naive,D3,Task,Go,45,17,49
2510,Naive,D3,Task,Go,45,18,49
2511,Naive,D3,Task,Go,45,19,48
2512,Naive,D3,Task,Go,45,20,46
2513,Naive,D3,Task,Go,45,21,44
2514,Naive,D3,Task,Go,45,22,47
2515,Naive,D3,Task,Go,45,23,52
2516,Naive,D3,Task,Go,45,24,48
2517,Naive,D3,Task,Go,45,25,45
2518,Naive,D3,Task,Go,45,26,44
2519,Naive,D3,Task,Go,45,27,48
2520,Naive,D3,Task,Go,45,28,51
2521,Naive,D3,Task,Go,45,29,46
2522,Naive,D3,Task,Go,45,30,46
2523,Naive,D3,Task,Nogo,75,2,46
2524,Naive,D3,Task,Nogo,75,3,50
2525,Naive,D3,Task,Nogo,75,4,46
2526,Naive,D3,Task,Nogo,75,5,43
2527,Naive,D3,Task,Nogo,75,6,48
2528,Naive,D3,Task,Nogo,75,7,50
2529,Naive,D3,Task,Nogo,75,8,51
2530,Naive,D3,Task,Nogo,75,9,44
2531,Naive,D3,Task,Nogo,75,10,50
2532,Naive,D3,Task,Nogo,75,11,46
2533,Naive,D3,Task,Nogo,75,12,48
2534,Naive,D3,Task,Nogo,75,13,52
2535,Naive,D3,Task,Nogo,75,14,51
2536,Naive,D3,Task,Nogo,75,15,52
2537,Naive,D3,Task,Nogo,75,16,48
2538,Naive,D3,Task,Nogo,75,17,51
2539,Naive,D3,Task,Nogo,75,18,52
2540,Naive,D3,Task,Nogo,75,19,57
2541,Naive,D3,Task,Nogo,75,20,50
2542,Naive,D3,Task,Nogo,75,21,48
2543,Naive,D3,Task,Nogo,75,22,45
2544,Naive,D3,Task,Nogo,75,23,56
2545,Naive,D3,Task,Nogo,75,24,54
2546,Naive,D3,Task,Nogo,75,25,53
2547,Naive,D3,Task,Nogo,75,26,53
2548,Naive,D3,Task,Nogo,75,27,55
2549,Naive,D3,Task,Nogo,75,28,52
2550,Naive,D3,Task,Nogo,75,29,48
2551,Naive,D3,Task,Nogo,75,30,56
2552,Naive,D4,Task,Go,45,1,59
2553,Naive,D4,Task,Go,45,2,51
2554,Naive,D4,Task,Go,45,3,56
2555,Naive,D4,Task,Go,45,4,57
2556,Naive,D4,Task,Go,45,5,53
2557,Naive,D4,Task,Go,45,6,53
2558,Naive,D4,Task,Go,45,7,56
2559,Naive,D4,Task,Go,45,8,51
2560,Naive,D4,Task,Go,45,9,51
2561,Naive,D4,Task,Go,45,10,49
2562,Naive,D4,Task,Go,45,11,52
2563,Naive,D4,Task,Go,45,12,53
2564,Naive,D4,Task,Go,45,13,53
2565,Naive,D4,Task,Go,45,14,52
2566,Naive,D4,Task,Go,45,15,51
2567,Naive,D4,Task,Go,45,16,56
2568,Naive,D4,Task,Go,45,17,57
2569,Naive,D4,Task,Go,45,18,49
2570,Naive,D4,Task,Go,45,19,54
2571,Naive,D4,Task,Go,45,20,55
2572,Naive,D4,Task,Go,45,21,50
2573,Naive,D4,Task,Go,45,22,55
2574,Naive,D4,Task,Go,45,23,52
2575,Naive,D4,Task,Go,45,24,55
2576,Naive,D4,Task,Go,45,25,55
2577,Naive,D4,Task,Go,45,26,54
2578,Naive,D4,Task,Go,45,27,52
2579,Naive,D4,Task,Go,45,28,50
2580,Naive,D4,Task,Go,45,29,52
